quality_score,Species,Country of Origin,Farm Name,Mill,ICO Number,Company,Altitude,Region,Producer,Number of Bags,Bag Weight,Harvest Year,Grading Date,Owner.1,Variety,Status,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Quakers,Color,Category Two Defects,Expiration,Min_Altitude,Max_Altitude
85.25,Arabica,Colombia,varios,trilladora Agricola de Santander-Bucaramanga,3-68-0102,Exportadora de Cafe Condor S.A,1550 msnm,santander,varios,275,70,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,8.17,7.92,7.83,8,7.58,7.83,10,10,10,7.92,85,11%,0 full defects,0,Green,0 full defects,"April 7th, 2016",1550,1550
85.25,Arabica,Colombia,,Trilladora Bonanza,3-79-0634,ecom cca sa,1550,Santander,,250,70,2014,"January 17th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Natural / Dry,7.58,8.08,7.92,7.83,8,7.92,10,10,10,7.92,85,12%,0 full defects,0,Green,2 full defects,"January 17th, 2015",1550,1550
85.17,Arabica,Indonesia,,,,"Nomura Trading Co., Ltd.",1250-1400 meter,Lintong,,54,60,2012,"November 26th, 2012","Nomura Trading Co., Ltd.",Sumatra Lintong,Completed,Semi-washed / Semi-pulped,7.75,7.83,7.67,8,8.08,7.83,10,10,10,8,85,11%,0 full defects,0,Green,3 full defects,"November 26th, 2013",1250,1400
85.17,Arabica,Guatemala,Coop. Hoja Blanca - Fedecocagua,Coop. Hoja Blanca - Fedecocagua,11-30-0593,The Coffee Source Inc.,1400 msm,Huehuetenango,Coop. Hoja Blanca - Fedecocagua,250,1,2012,"January 18th, 2012",The Coffee Source Inc.,Caturra,Completed,Washed / Wet,8.25,8,7.67,7.92,7.75,7.67,10,10,10,7.92,85,0%,0 full defects,0,,7 full defects,"January 17th, 2013",1400,1400
85.08,Arabica,Ethiopia,SEID DAMTEW COFFEE PLANATION,At site and Addis Ababa,495,Seid Damtew Coffee Planation,,"Kefa Zone, Gimbo Distict, at a place called Woka Araba, South West Ethiopia.",SEID DAMTEW COFFEE PLANATION,320,19200,2016,"August 9th, 2016",SEID DAMTEW COFFEE PLANATAION,Other,Completed,Natural / Dry,7.75,8,7.58,8,8,7.92,10,10,10,7.83,85,11%,0 full defects,1,Green,8 full defects,"August 9th, 2017",,
85.08,Arabica,Colombia,,PASTO,3-59-3115,CARCAFE LTDA,2.560 msnm,PASTO,JOSE ALBEIRO GOMEZ / LUIS JABER REALPE,250,70,2015,"August 18th, 2015",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,8.17,7.83,7.58,8.08,8,7.75,10,10,10,7.67,85,0%,0 full defects,0,,0 full defects,"August 17th, 2016",2,2
85.08,Arabica,Ethiopia,Aricha Coop,Aricha Coop,,The Specialty Coffee Appraisers Institute of Asia,1700,Aricha,BNT,100,60,2014,"October 7th, 2014",Steven Kil,,Completed,Natural / Dry,8.42,8,7.42,8,7.92,7.92,9.33,10,10,8.08,85,10%,2 full defects,0,Green,7 full defects,"October 7th, 2015",1700,1700
85.08,Arabica,United States (Hawaii),,,KP 022014,Kona Pacific Farmers Cooperative,,KONA,,12,9.1125,2014,"March 10th, 2014",Eileen Koyanagi,Hawaiian Kona,Completed,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10,10,10,7.92,85,11%,2 full defects,0,Bluish-Green,2 full defects,"March 10th, 2015",,
85.08,Arabica,Colombia,,,3-59-0951,CARCAFE LTDA CI,2136 msnm,CUNDINAMARCA,ORLANDO ORTIZ /WILSON ORTIZ/GILBERTO ACOSTA,250,70,2012,"March 16th, 2012",CARCAFE LTDA CI,Caturra,Completed,Natural / Dry,7.83,8,7.75,7.75,7.83,7.83,10,10,10,8.08,85,11%,0 full defects,0,Green,8 full defects,"March 16th, 2013",2136,2136
85,Arabica,Uganda,Mount Elgon Area,Kyagalanyi Coffee Ltd,,Kyagalanyi Coffee Limited,1800,Eastern Uganda,Kyagalanyi Coffee Ltd,200,60,2016,"July 24th, 2017",Kyagalanyi Coffee Ltd,SL14,Completed,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10,10,10,8,85,11%,0 full defects,0,Green,1 full defects,"July 24th, 2018",1800,1800
85,Arabica,Colombia,,Bachue,3-37-1829,Racafe & Cia S.C.A,,Huila,La Plata,135,70,2016,"February 15th, 2017",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,8,7.92,7.75,7.92,7.75,7.83,10,10,10,7.83,85,0%,0 full defects,0,Green,3 full defects,"February 15th, 2018",,
85,Arabica,Costa Rica,Estate La Patricia,Micro Beneficio La Cabaña-Javier Meza,,Bold Coast Coffee,1900,Tarrazu,Manuel Montero,36,46,2016,"January 30th, 2017",Troy Quimby,Catuai,Completed,Washed / Wet,7.83,8,7.58,7.92,7.92,7.83,10,10,10,7.92,85,12%,1 full defects,1,Green,1 full defects,"January 30th, 2018",1900,1900
85,Arabica,Mexico,Varias fincas,"Cafetal El Equimite, Rancho Agroecológico S.P.R. de R.L.",,"Cafetal El Equimite, Rancho Agroecológico, S.P.R. de R.L.",1300,Veracruz,Varios productores minifundistas,1,30,2015,"September 21st, 2016","El Equimite, Cafetal Biodinámico",Typica,Completed,Washed / Wet,7.83,8,7.83,7.75,7.67,7.83,10,10,10,8.08,85,9%,0 full defects,0,Green,3 full defects,"September 21st, 2017",1300,1300
85,Arabica,Kenya,,CKCM,,C Dormans kenya Ltd,-1,,,170,60,2015,"May 7th, 2016",SIMON MAHINDA,,Completed,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10,10,10,7.83,85,11%,0 full defects,5,Green,7 full defects,"May 7th, 2017",,1
85,Arabica,Kenya,Machure Estate,,37/672/0016,RASHID MOLEDINA & CO. (MSA) LTD,1580,Central Kenya,,38,60,2012,"April 19th, 2013",RASHID MOLEDINA & CO. (MSA) LTD.,SL34,Completed,Washed / Wet,7.75,7.83,7.75,8.08,8,7.75,10,10,10,7.83,85,0%,0 full defects,0,Green,5 full defects,"April 19th, 2014",1580,1580
85,Arabica,Brazil,Sitío São Geraldo,,002/1251/0242,NUCOFFEE,1100m,Grama Vale,Idalina M. De Andrade Ferreira,31,60,2012,"February 29th, 2012",NUCOFFEE,Mundo Novo,Completed,Natural / Dry,8,8,7.83,7.83,7.67,7.67,10,10,10,8,85,12%,0 full defects,0,Green,3 full defects,"February 28th, 2013",1100,1100
85,Arabica,Mexico,KASSANDRA,,016-2484-04,,1400 MASL,Mexico,Finca Kassandra,1,1,2010-2011,"April 6th, 2011",Young Kim,Pacamara,Completed,,7.92,8.17,7.75,8.08,7.42,7.83,10,10,10,7.83,85,0%,0 full defects,0,,0 full defects,"April 5th, 2012",1400,1400
85,Arabica,Guatemala,La Igualdad,Concepcion,11-194-0014,,3500-5200 feet,"Chuva, San Marcos",Federico Weller,275,69,2009/2010,"September 7th, 2010",Carl Walker,,Completed,,7.83,8.08,7.67,8,7.75,7.67,10,10,10,8,85,4%,0 full defects,0,,1 full defects,"September 7th, 2011",3500,5200
84.92,Arabica,Colombia,,Bachue,3-37-0277,Racafe & Cia S.C.A,,Huila,La Plata,243,70,2016,"November 25th, 2016",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10,10,10,7.83,84,0%,1 full defects,6,,2 full defects,"November 25th, 2017",,
84.92,Arabica,Colombia,,,3-37-4824,Racafe & Cia S.C.A,De 1600 a 1950 msnm,Huila,La Plata,252,70,2015,"October 26th, 2015",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8,10,10,10,7.83,84,12%,0 full defects,0,Green,1 full defects,"October 25th, 2016",1600,1600
84.92,Arabica,Taiwan,Baishengcun Coffee ???????,Baishengcun Coffee ???????,Taiwan,Taiwan Coffee Laboratory,800 M,"Guoxing Township, Nantou County ??????",SU CHUEN SHIAN ???,20,40,2015,"June 9th, 2015","Lin, Che-Hao Krude ???",Typica,Completed,Semi-washed / Semi-pulped,7.67,7.83,8,7.58,8,7.92,10,10,10,7.92,84,11%,0 full defects,0,Green,0 full defects,"June 8th, 2016",800,800
84.92,Arabica,"Tanzania, United Republic Of",Hasambo AMCOS,Taylor Winch (T) Ltd,C47,Taylor Winch(T) Ltd,1620M,Mbeya,Hasambo AMCOS,134,60,2014,"December 12th, 2014",Taylor Winch (T) Ltd,Other,Completed,Washed / Wet,8,7.83,7.83,7.92,7.75,7.75,10,10,10,7.83,84,12%,0 full defects,0,Green,2 full defects,"December 12th, 2015",1620,1620
84.92,Arabica,Colombia,,,3-37-0416,Racafe & Cia S.C.A,De 1600 a 1950 msnm,HUILA,LA PLATA,50,70,2012,"December 11th, 2012",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8,10,10,10,7.92,84,11%,0 full defects,0,Green,3 full defects,"December 11th, 2013",1600,1600
84.92,Arabica,Mexico,EL SUSPIRO,PACHO VIEJO,1104385872,,1200,COATEPEC,ARTEMIO ZAPATA TEJEDA,25,1,2012,"July 11th, 2012",ARTEMIO ZAPATA TEJEDA,Typica,Completed,Semi-washed / Semi-pulped,7.75,8,7.75,7.83,7.5,7.92,10,10,10,8.17,84,11%,0 full defects,0,,0 full defects,"July 11th, 2013",1200,1200
84.92,Arabica,Brazil,Fazenda Grota Funda,,002/1251/0070,NUCOFFEE,1200m,South of Minas Gerais,Glaucio Carneiro Pinto,4,60,2011,"December 23rd, 2011",NUCOFFEE,Bourbon,Completed,Natural / Dry,8,7.92,7.75,7.75,8,7.75,10,10,10,7.75,84,11%,0 full defects,0,Green,2 full defects,"December 22nd, 2012",1200,1200
84.92,Arabica,Brazil,Sitio Claro,,002/1251/0066,NUCOFFEE,1000 m,South of Minas Gerais,Ricardo Luiz Ferreira,10,60,2011,"December 3rd, 2011",NUCOFFEE,Catuai,Completed,Natural / Dry,8,8,7.75,8,7.5,7.75,10,10,10,7.92,84,12%,0 full defects,0,Green,2 full defects,"December 2nd, 2012",1000,1000
84.83,Arabica,Taiwan,Shi Fang Yuan ???,Shi Fang Yuan ???,Taiwan,Taiwan Coffee Laboratory,350,"Dongshan Dist., Tainan City ??????",Wang Chao Yung ???,10,20,2016,"May 18th, 2016","Lin, Che-Hao Krude ???",Typica,Completed,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10,10,10,8,84,0%,0 full defects,0,Green,0 full defects,"May 18th, 2017",350,350
84.83,Arabica,Uganda,Mt.Elgon Bugisu shamba 2,Kawacom(U)LTD,0,Kawacom uganda LTD,1400-1900,Eastern,Sipi organic coffee project,1,60,2013,"June 30th, 2014",Kawacom Uganda LTD,SL14,Completed,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10,10,10,7.83,84,12%,0 full defects,0,Green,1 full defects,"June 30th, 2015",1400,1900
84.83,Arabica,United States (Hawaii),,,220457,Kona Pacific Farmers Cooperative,,KONA,,14,9.1125,2012,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Completed,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8,10,10,10,8.08,84,0%,3 full defects,0,,15 full defects,"April 6th, 2013",,
84.83,Arabica,Ethiopia,Contact | sidacoop@ethionet.net,Coffee Processing and Warehouse Enterpri,010/0145,,1500-2000 m,Sidamo,Sidama Coffee Farmers Coop. Union,300,6,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,Completed,,7.75,7.92,7.83,7.92,7.75,7.67,10,10,10,8,84,10%,0 full defects,0,,2 full defects,"June 17th, 2011",1500,2000
84.83,Arabica,Ethiopia,Contact | sidacoop@ethionet.net,Coffee Processing and Warehouse Enterpri,010/0145,,1500-2000 m,Sidamo,Sidama Coffee Farmers Coop. Union,300,6,2009/2010,"June 17th, 2010",Philip Schluter,,Completed,,7.42,7.92,7.92,8,7.83,7.83,10,10,10,7.92,84,10%,0 full defects,0,,4 full defects,"June 17th, 2011",1500,2000
84.75,Arabica,Thailand,Matsuzawa Coffee,Matsuzawa Coffee,,Matsuzawa Coffee,,Thailand,Matsuzawa Coffee,50,50,2015,"June 27th, 2016",???? Koju Matsuzawa,Caturra,Completed,Pulped natural / honey,7.75,7.75,7.75,7.75,8,7.75,10,10,10,8,84,12%,0 full defects,0,Green,0 full defects,"June 27th, 2017",,
84.75,Arabica,Kenya,KARATINA,SAGANA,KE 9143,C.DORMAN LTD,1800,NYERI,KARATINA,150,60,2014,"June 2nd, 2015",Lydiah Mwangi,SL34,Completed,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10,10,10,7.92,84,13%,0 full defects,0,Green,0 full defects,"June 1st, 2016",1800,1800
84.75,Arabica,Honduras,Cerro Bueno,Cadexsa,13-63-174,CADEXSA,1450 msnm,Marcala,Omar Acosta,275,1,2014,"April 25th, 2014",CADEXSA,Catuai,Completed,Washed / Wet,7.83,7.75,8,7.67,7.67,7.67,10,10,10,8.17,84,11%,0 full defects,0,Green,4 full defects,"April 25th, 2015",1450,1450
84.75,Arabica,El Salvador,Several,La Majada Cooperative,9-29-1986,,1200 mts,Santa Ana,Several producers,250,69,2010-2011,"August 23rd, 2011",The Coffee Source Inc.,,Completed,,7.75,8,8,8.33,7.67,7.92,10,10,9.33,7.75,84,15%,0 full defects,0,,3 full defects,"August 22nd, 2012",1200,1200
84.75,Arabica,Nicaragua,Santa Martha,Beneficio Atlantic Sebaco,1-053-0222,,800-1050m,Jinotega,Juan Alvaro Munguia,2,6,2009 - 2010,"May 31st, 2010",Grounds for Health Admin,,Completed,,7.83,7.58,7.58,7.83,7.75,7.67,10,10,10,8.5,84,18%,0 full defects,0,,2 full defects,"May 31st, 2011",800,1050
84.67,Arabica,El Salvador,Monterrey,J.J. Borja Nathan,09-392-69,Cafetalera del Pacifico,1350,Apaneca,J.J. Borja Nathan,150,69,2016,"June 26th, 2017",Consejo Salvadoreño del Café,Bourbon,Completed,Washed / Wet,7.83,7.83,7.5,8,7.83,7.67,10,10,10,8,84,0%,0 full defects,0,Blue-Green,2 full defects,"June 26th, 2018",1350,1350
84.67,Arabica,Indonesia,SRAN Temanggung Plantation,wet hulling,,PT. Shriya Artha Nusantara,1200,"Temanggung, Indonesia",PT. Shriya Artha Nusantara,2,1,2016,"November 24th, 2016",SanJava Coffee,Java,Completed,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10,10,10,7.92,84,12%,0 full defects,0,Green,7 full defects,"November 24th, 2017",1200,1200
84.67,Arabica,Japan,Ada Farm,Ada Farm,,Matsuzawa Coffee,170,ADA OKINAWA JAPAN,Taijiro TOKUDA,20,1,,"November 2nd, 2016",???? Koju Matsuzawa,Mundo Novo,Completed,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10,10,10,8.08,84,12%,0 full defects,0,Green,0 full defects,"November 2nd, 2017",170,170
84.67,Arabica,Costa Rica,Rio Jorco,Rio Jorco,5-423-0128,Panamerican Coffee Trading,1150,Tarrazu,Johanna,15,69,2015,"October 4th, 2016",Rodrigo Soto,Catuai,Completed,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10,10,10,7.92,84,10%,0 full defects,0,Blue-Green,2 full defects,"October 4th, 2017",1150,1150
84.67,Arabica,Guatemala,SAN DIEGO BUENA VISTA,SAN DIEGO BUENA VISTA,11/08/0109,"WAELTI SCHOENFELD EXPORTADORES DE CAFE, S.A.",1600,ACATENANGO,JUAN BOCK,120,34,2015,"June 1st, 2016",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.75,7.83,7.58,8,7.92,7.75,10,10,10,7.83,84,10%,0 full defects,0,Green,1 full defects,"June 1st, 2017",1600,1600
84.67,Arabica,Costa Rica,Coopetarrazú,Coopetarrazú,5-114-0171,Coopetarrazú.R.L,1750,Tarrazú,Coopetarrazú,50,0.091125,2014,"July 6th, 2015",Fabian Calderon Mora,Caturra,Completed,Washed / Wet,8.17,8,7.83,7.17,7.83,7.75,10,10,10,7.92,84,12%,0 full defects,0,Green,0 full defects,"July 5th, 2016",1750,1750
84.67,Arabica,Ethiopia,Moplaco,Moplaco,33,Essence Coffee,1900M,Yirgacheffe,Moplaco,250,30,2014,"May 23rd, 2015",EssenceCoffee,Ethiopian Yirgacheffe,Completed,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10,10,10,7.92,84,10%,0 full defects,0,,3 full defects,"May 22nd, 2016",1900,1900
84.67,Arabica,Costa Rica,Finca Salaca Las Brisas,Beneficio Las Brisas,58180422,Essence Coffee,1750M,Costa Rica,Maria Elena Castro,20,69,2014,"May 23rd, 2015",EssenceCoffee,Other,Completed,Other,7.67,7.58,7.75,7.75,7.67,8.58,10,10,10,7.67,84,8%,0 full defects,0,Green,1 full defects,"May 22nd, 2016",1750,1750
84.67,Arabica,Costa Rica,VARIOS,CORICAFE SA,5-0048-0052,CORICAFE S.A.,1200,WEST VALLEY / CENTRAL VALLEY BLEND,CORICAFE BLEND,275,1,2014,"March 5th, 2014",Eric Thormaehlen,Catuai,Completed,Washed / Wet,8,7.58,7.83,7.75,7.75,7.75,10,10,10,8,84,11%,0 full defects,0,Green,4 full defects,"March 5th, 2015",1200,1200
84.67,Arabica,Taiwan,Dragon ???,Dragon ???,,Blossom Valley????,1000 M,Taichung Xinshe ??????,Gu yong long ???,10,30,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI??????,Typica,Completed,Washed / Wet,8,7.92,7.75,7.75,7.75,7.75,10,10,10,7.75,84,11%,0 full defects,0,Green,0 full defects,"December 26th, 2014",1000,1000
84.67,Arabica,Colombia,,Trilladora Agricola - Bucaramanga,3-79-0543,ecom cca sa,1550,Santander,,250,70,2013,"December 20th, 2013",Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10,10,10,7.92,84,0%,0 full defects,0,Green,0 full defects,"December 20th, 2014",1550,1550
84.67,Arabica,Kenya,,,,Dream Together Inc.,2000,Nyeri Province,Sasini,235,60,2012,"September 16th, 2012",Dream Together,SL28,Completed,Washed / Wet,7.75,7.92,7.83,8,7.58,7.75,10,10,10,7.83,84,11%,0 full defects,0,Bluish-Green,0 full defects,"September 16th, 2013",2000,2000
84.67,Arabica,Guatemala,AGROPECUARIA QUIAGRAL,BENEFICIO IXCHEL,11/23/1088,"UNEX (GUATEMALA), S.A",4300,ORIENTE,AGROPECUARIA QUIAGRAL,250,1,2012,"July 17th, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,8,7.83,7.67,7.83,7.67,8,10,10,10,7.67,84,11%,0 full defects,0,Green,4 full defects,"July 17th, 2013",4300,4300
84.67,Arabica,Guatemala,VALPARAISO,BENEFICIO VALPARAISO,11/1886/02,SERTRASA,5000,"ACATENANGO, CHIMALTENANGO",SERTRASA,125,1,2012,"July 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,7.67,7.83,7.67,8,7.67,7.83,10,10,10,8,84,12%,0 full defects,0,Green,4 full defects,"July 3rd, 2013",5000,5000
84.67,Arabica,Mexico,"EL NOGAL, LA HIGUERA, LOS LAURELES",CAFETALEROS DE EL REMUDADERO S.P.R. DE R.L.,"703816889, 108282,703816891",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE SA DE CV,1200,EL REMUDADERO,"JORGE TORRES BELTRAN, VICENTE HERNANDEZ OCHOA, IGNACIO TORRES",80,1,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Completed,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10,10,10,7.92,84,13%,0 full defects,0,,3 full defects,"July 2nd, 2013",1200,1200
84.67,Arabica,Uganda,,UGACOF,x,UGACOF LTD,1700-1850m,Mbale,,320,60,2012,"February 13th, 2012",AFCA,Other,Completed,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10,10,10,7.83,84,11%,0 full defects,0,Blue-Green,3 full defects,"February 12th, 2013",1700,1850
84.67,Arabica,Ethiopia,Contact | sidacoop@ethionet.net,Coffee Processing and Warehouse Enterpri,010/0145,,1500-2000 m,Sidamo,Sidama Coffee Farmers Coop. Union,300,6,2009/2010,"June 17th, 2010",Ethiopia Commodity Exchange,,Completed,,7.42,7.75,7.75,8,8,7.92,10,10,10,7.83,84,20%,0 full defects,0,,3 full defects,"June 17th, 2011",1500,2000
84.58,Arabica,Kenya,JUNGLE ESTATE,NKG MILLS,,Keremara Limited,1754,NYERI,JUNGLE ESTATE,66,60,,"January 11th, 2018",Jungle Estate,SL34,Completed,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10,10,10,7.83,84,11%,0 full defects,0,Blue-Green,5 full defects,"January 11th, 2019",1754,1754
84.58,Arabica,Colombia,,Bucaramanga,3-37-1724,Racafe & Cia S.C.A,1500,Santander,,250,70,2016,"January 10th, 2017",Racafe & Cia S.C.A,Other,Completed,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10,10,10,8.08,84,0%,0 full defects,0,Blue-Green,4 full defects,"January 10th, 2018",1500,1500
84.58,Arabica,Colombia,,Bachue,3-37-1291,Racafe & Cia S.C.A,,Huila,La Plata,125,70,2016,"December 28th, 2016",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.92,7.83,7.58,8,7.83,7.67,10,10,10,7.75,84,0%,0 full defects,1,Green,5 full defects,"December 28th, 2017",,
84.58,Arabica,Kenya,BLEND,SAGANA,KE 3127,C dorman Ltd,1800,NYERI,BLEND,100,60,2013,"July 21st, 2014",Daniel Magu,Peaberry,Completed,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10,10,10,7.92,84,10%,0 full defects,0,Bluish-Green,2 full defects,"July 21st, 2015",1800,1800
84.58,Arabica,Guatemala,EL MORITO,EL MORITO,11/972/26,"Armajaro Guatemala, S. A.",5000 FT.,JALAPA,ROBERTO MONTERROSO,250,69,2014,"May 29th, 2014",Juan Luis Alvarado Romero,Pacas,Completed,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10,10,10,7.83,84,11%,0 full defects,0,Green,1 full defects,"May 29th, 2015",5000,5000
84.58,Arabica,Guatemala,EL PAPATURRO,BENEFICIO IXCHEL,11-23-0291,"UNEX (GUATEMALA), S.A.",4000 PSN,ORIENTE,AMILCAR LAPOLA,250,69,2014,"March 24th, 2014",Juan Luis Alvarado Romero,Bourbon,Completed,Washed / Wet,8,7.92,7.67,7.58,7.58,7.67,10,10,10,8.17,84,9%,0 full defects,0,Green,0 full defects,"March 24th, 2015",4000,4000
84.58,Arabica,Colombia,,Trilladora Agricola - Bucaramanga,3-79-0542,ecom cca sa,1550,Santander,,250,70,2013,"December 20th, 2013",Compañia Colombiana Agroindustrial S.A,Caturra,Completed,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10,10,10,7.83,84,0%,0 full defects,0,,0 full defects,"December 20th, 2014",1550,1550
84.58,Arabica,Colombia,,,3-37-0930,Racafe & Cia S.C.A,1600 a 1900 msnm,Huila,La Plata,75,70,2013,"December 6th, 2013",Racafe & Cia S.C.A,Caturra,Completed,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8,10,10,10,7.92,84,0%,0 full defects,0,,5 full defects,"December 6th, 2014",1600,1600
84.58,Arabica,Kenya,,,,Taylor Winch (Coffee) Ltd.,,,changeru wet mill,11,660,2013,"August 30th, 2013",Taylor Winch (Coffee) Ltd.,SL28,Completed,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10,10,10,7.75,84,0%,0 full defects,0,Green,0 full defects,"August 30th, 2014",,
84.58,Arabica,Colombia,,Trilladora Bonanza,3-68-0224,Exportadora de Cafe Condor S.A,1750 msnm,Huila,,250,70,2012,"July 17th, 2013",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.67,7.83,7.83,8,7.58,7.92,10,10,10,7.75,84,0%,0 full defects,0,Green,2 full defects,"July 17th, 2014",1750,1750
84.58,Arabica,Costa Rica,La Chaparral,,,LUSSO COFFEE LAB,1450 ~ 1700 m,Tres Rios,,1,1,2012,"March 12th, 2013",LUSSO LAB,Bourbon,Completed,Semi-washed / Semi-pulped,7.75,7.83,7.75,8,7.83,7.67,10,10,10,7.75,84,12%,0 full defects,0,Bluish-Green,2 full defects,"March 12th, 2014",1450,1450
84.58,Arabica,Colombia,varias,trilladora boananza,3-68-0005,Exportadora de Cafe Condor S.A,1800 msnm,huila,varios,250,70,2012,"October 9th, 2012",Exportadora de Cafe Condor S.A,Caturra,Completed,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10,10,10,8.08,84,11%,0 full defects,0,Green,6 full defects,"October 9th, 2013",1800,1800
84.58,Arabica,Brazil,Fazenda Recreio,,002/1251/0069,NUCOFFEE,1300m,Vale da Grama,Homero Texeira de Macedo Junior,37,60,2011,"December 23rd, 2011",NUCOFFEE,Bourbon,Completed,Semi-washed / Semi-pulped,8,8,7.75,7.75,7.58,7.75,10,10,10,7.75,84,12%,0 full defects,0,Green,2 full defects,"December 22nd, 2012",1300,1300
84.58,Arabica,Brazil,Fazenda Vista Alegre,,002/1251/0076,NUCOFFEE,1100m,Mountains of Minas Gerais,Geraldo Paixão,35,60,2011,"December 3rd, 2011",NUCOFFEE,Catuai,Completed,Semi-washed / Semi-pulped,8.5,8,7.5,7.75,7.5,7.83,10,10,10,7.5,84,11%,0 full defects,0,Blue-Green,1 full defects,"December 2nd, 2012",1100,1100
84.5,Arabica,Costa Rica,,Beneficio Santo Domingo - Beneficio Dosmil,5-0015-0029,Beneficios Volcafé Costa Rica,1200,Valle Central,Various,275,18975,2017 / 2018,"November 28th, 2017",Max Gurdian,Caturra,Completed,Washed / Wet,7.92,7.67,7.92,7.75,7.67,7.58,10,10,10,8,84,10%,0 full defects,0,Bluish-Green,2 full defects,"November 28th, 2018",1200,1200
84.5,Arabica,Uganda,Kawacom Sipi Project,Kawacom Uganda Limited,035/170/5071146????,Kawacom uganda LTD,1750,Eastern Uganda,Kawacom Uganda Ltd,200,12000,2016,"March 14th, 2017",ECOM Japan Limited,SL14,Completed,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10,10,10,7.83,84,11%,0 full defects,0,Green,1 full defects,"March 14th, 2018",1750,1750
84.5,Arabica,China,Menglian Ban’an Coffee Processing Factory,Menglian Ban’an Coffee Processing Factory,,Yunnan Coffee Exchange,1680,Yunnan Province Pu'er City Menglian County,Menglian Ban’an Coffee Processing Factory,3,60,2015,"April 6th, 2016",Yunnan Coffee Exchange,Catimor,Completed,Washed / Wet,7.75,7.92,7.67,7.83,7.75,7.67,10,10,10,7.92,84,10%,0 full defects,0,Green,1 full defects,"April 6th, 2017",1680,1680
84.5,Arabica,Costa Rica,Coopetarrazú,Coopetarrazú,5-114-0170,Coopetarrazú.R.L,1700,Tarrazú,Coopetarrazú,250,0.091125,2014,"July 6th, 2015",Fabian Calderon Mora,Caturra,Completed,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10,10,10,7.92,84,11%,0 full defects,0,Green,0 full defects,"July 5th, 2016",1700,1700
